time	V(clk_amp)	V(clk_double)	V(clk_load)	V(clk_sample)	V(comp_out)
4.404062171607627e-11	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	9.962340e-10
6.773500054088192e-11	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	9.967809e-10
9.854709622396496e-11	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	9.993707e-10
1.367800663475599e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.001731e-09
1.857089546772094e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.003449e-09
2.539576171303626e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.004500e-09
3.542989305477137e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.004988e-09
5.141233397081927e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.005134e-09
7.353356303434714e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.005149e-09
9.850587347002065e-10	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e+00	1.005147e-09
